Start,End,Open,High,Low,Close,Volume,Market Cap
2025-10-22,2025-10-23,1.0003637215543137,1.0006828082692225,0.9989226255892146,0.9999302618487044,48069090.95470383,5363784780.205575
2025-10-21,2025-10-22,0.9996861554030603,1.0003240884619637,0.9994911663882807,0.9999474807636842,42991618.22996516,5364781311.61324
2025-10-20,2025-10-21,0.9997036566209446,1.000464379181366,0.9994813375294679,0.9997518653427754,39964548.630662024,5364298690.550523
2025-10-19,2025-10-20,0.9995630214811727,1.000682932996943,0.9995630214811727,0.9997626939450579,41697235.32404181,5364589126.947735
2025-10-18,2025-10-19,0.9995210992699942,1.0009353435158628,0.9994517425041802,0.9995768602254557,80477314.27526133,5365138442.658537
2025-10-17,2025-10-18,0.9995140608760222,1.0003807971560534,0.9989933741199326,0.9994449128361796,90902653.34494774,5364060135.54007
2025-10-16,2025-10-17,0.9999867427252381,1.000244952606821,0.9993678691876716,0.9995417111681687,75700316.43205576,5364535352.23345
2025-10-15,2025-10-16,0.9997691734323673,1.0005115057732115,0.9976789744150957,0.9999889828943821,100253136.4076655,5364693312.0069685
2025-10-14,2025-10-15,0.9998272942342824,1.00089136233506,0.9992662194505874,0.9998115626927091,96539933.69337979,5364261674.505226
2025-10-13,2025-10-14,0.9995310955200967,1.0018985668540503,0.9990531745137875,0.999809708525872,91719006.38675958,5363262218.449477
2025-10-12,2025-10-13,1.000278766233566,1.0004249062997403,0.9991843524174504,0.999640711460134,113319671.19512194,5364188266.602787
2025-10-11,2025-10-12,0.998447670376604,1.0007717925063988,0.9979494840598534,1.0003867287845323,179595534.25704226,5364521885.397887
2025-10-10,2025-10-11,0.9996316918072219,1.0031028505108674,0.9975100870695089,0.9975570006289908,106801358.69337979,5363940723.066202
2025-10-09,2025-10-10,1.0014860095116633,1.001586635867066,0.9959517312995954,0.9996435559417486,96667227.29965156,5363284841.763066
2025-10-08,2025-10-09,0.9924793444164545,1.002294939484637,0.9910880446769988,1.0017640947319963,95867377.70034844,5360845470.804878
2025-10-07,2025-10-08,0.997237678476177,0.9998821722853197,0.9916996204721786,0.991814845220007,143296551.95470384,5345131463.010453
2025-10-06,2025-10-07,0.9996344019316412,1.0005571397402984,0.9969922091820242,0.9972922540088891,76334774.46689895,5361879396.853659
2025-10-05,2025-10-06,1.0001073675752112,1.0012118150828573,0.9991081130647363,0.9995879932146945,89401645.32055749,5362600505.881533
2025-10-04,2025-10-05,1.0001374573430306,1.0021751672979256,0.9993290140901235,0.9994766460358946,84352354.08710802,5365550485.463414
2025-10-03,2025-10-04,0.9999572792497147,1.0033136189328729,0.9988623503118409,1.0000023430104772,100795397.96167247,5367508963.986063
2025-10-02,2025-10-03,0.9998616259013331,1.0002685589767795,0.9985851738659914,0.9999724389528003,143193697.5400697,5362940062.700349
2025-10-01,2025-10-02,0.9997756557262872,1.000301892942422,0.9992758880152186,0.9998055801373412,94479979.90175438,5364245788.017544
2025-09-30,2025-10-01,0.9996014293711197,1.0007109930013391,0.9992893149341995,0.999839115432317,110025180.08710802,5352063231.54007
2025-09-29,2025-09-30,0.9989127945860719,1.0000026988796948,0.998375117582624,0.9996441774968609,161020590.36236933,5343632908.303136
2025-09-28,2025-09-29,0.9992695582123308,0.9997243517606607,0.9971523625189794,0.9989515765161001,126429299.45644599,5342936550.693379
2025-09-27,2025-09-28,0.999738870185823,0.9999138003448643,0.9982528984717746,0.9993021946538436,124794339.39721255,5343362012.480836
2025-09-26,2025-09-27,0.999477191189688,1.0004981842780376,0.9990978712604259,0.9997847044004201,127556788.56097561,5345846054.484321
2025-09-25,2025-09-26,1.000087596589839,1.0005340937575176,0.9985939456464245,0.9993505697656466,142585935.14982578,5345398859.4181185
2025-09-24,2025-09-25,0.9994632481921081,1.0018035321564933,0.9990317865801884,0.9999972971906739,90997715.82229964,5347495498.111498
2025-09-23,2025-09-24,0.9998654896616587,1.0014638866818142,0.9992360373511732,0.9994902338806954,90280508.28571428,5345998744.947735
2025-09-22,2025-09-23,1.0001574608595543,1.00037376383563,0.9991441313054733,0.9998338019456496,69309537.13240418,5346835258.428572
2025-09-21,2025-09-22,1.0013315649357566,1.004034084393344,0.9995743484488855,1.0001759054229464,76394518.97909407,5348211697.017422
2025-09-20,2025-09-21,0.9999996730923644,1.0003122360339927,0.9994755068172927,0.9998880498130396,96423737.99651568,5347062313.2125435
2025-09-19,2025-09-20,0.9995381513472247,1.0015804184219037,0.9991926120206299,0.9999525331439466,94337567.3902439,5345823583.641115
2025-09-18,2025-09-19,0.9996836624650061,1.0005335829898288,0.9992936167751874,0.9995115459837471,90187168.12543555,5346549501.393728
2025-09-17,2025-09-18,0.9994657185886692,1.0023251029188744,0.9994015509255854,0.9997803574550106,130986185.93379791,5346692728.839722
2025-09-16,2025-09-17,0.9997747509510732,1.0001549653124135,0.9991783448685899,0.9994707744632174,150589762.5923345,5345831703.547038
2025-09-15,2025-09-16,1.000000345237936,1.001011130703106,0.9995934158062479,0.9998432701983342,114696987.29965156,5348225036.738676
2025-09-14,2025-09-15,0.9996093364754151,1.0004825095149115,0.9992711971045389,1.0000081315066283,67937789.6271777,5347575490.083624
2025-09-13,2025-09-14,0.9997390965694718,1.000231771045523,0.9993581693657633,0.9994957700389528,99289380.58188154,5346995485.606272
2025-09-12,2025-09-13,1.0000777576783193,1.0004804538804943,0.9996640059421227,0.9999899230081443,119132198.06271777,5347974314.616725
2025-09-11,2025-09-12,0.9999174301781618,1.000324418529286,0.9995615245881938,1.0000681981588055,76940369.82926829,5347170966.54007
2025-09-10,2025-09-11,0.99977114664786,1.000533058886346,0.9995560492103506,0.9997071626760086,81186417.85714285,5347965758.968641
2025-09-09,2025-09-10,0.9997771905472089,1.0000684955416548,0.9993148006128778,0.9997522002268991,78107732.79790941,5346712736.188153
2025-09-08,2025-09-09,0.9997082951757856,1.0001372002479447,0.9994049898278046,0.9997214284928515,100759137.39372823,5346338780.087108
2025-09-07,2025-09-08,0.9998467003247191,1.0015270482976701,0.9994472600847442,0.9996898845242027,65208347.512195125,5346449258.867596
2025-09-06,2025-09-07,0.9995975347520856,1.000178251195697,0.9994301603017678,0.9998330684987199,71945551.49477352,5346709274.79791
2025-09-05,2025-09-06,0.9998905810555968,1.0010466967787144,0.9989668742697606,0.9996147571013724,83411988.73519164,5346115231.634147
2025-09-04,2025-09-05,0.9995831174344891,1.0004980543501774,0.9990349208188705,0.9998982178658875,90620661.93728223,5346332986.216028
2025-09-03,2025-09-04,0.9997689066460991,1.0024262489351425,0.9994353743216723,0.9996468721435767,78608530.05923346,5347799376.714286
2025-09-02,2025-09-03,0.9998552079208154,1.0045924351250248,0.999244912742017,0.9997261347195584,97805796.16724738,5349110397.982578
2025-09-01,2025-09-02,0.9993852490007377,1.0007616416798664,0.9914007002637293,0.9999047208761153,113453544.80487806,5342320741.480836
2025-08-31,2025-09-01,0.998498934963033,1.0002517830238329,0.9942330100820547,0.9993971417737797,153426812.85017422,5341779859.25784
2025-08-30,2025-08-31,0.99820222046445,1.001328520567754,0.9960549075833389,0.9986273335687318,263541468.50174215,5340802388.205575
2025-08-29,2025-08-30,0.9980921631205594,1.0026667715943633,0.9924177863886327,0.9979051223998492,262972998.09059232,5338392596.930314
2025-08-28,2025-08-29,0.9994381497426215,1.0004331248560532,0.9950971354336775,0.9989377189338563,273325726.554007,5340408745.470384
2025-08-27,2025-08-28,0.9968505886693743,1.0007539336269633,0.9960709509027311,0.9982319678324293,265764402.59930313,5339421977.958188
2025-08-26,2025-08-27,0.9985595041015075,1.002593869831465,0.9943697811781176,0.99903733796757,300993128.3832753,5340470842.902439
2025-08-25,2025-08-26,0.9983421386608944,1.0001470127576844,0.9946280738969332,0.9980885234028084,325676843.1149826,5339207886.066202
2025-08-24,2025-08-25,0.9988395571859242,1.008573809338312,0.9934616628686963,0.9963688828826748,257452349.7944251,5339514410.484321
2025-08-23,2025-08-24,0.9986576747056175,0.9998591387595742,0.9954052918112868,0.998767691552623,226165906.77351916,5339721356.829268
2025-08-22,2025-08-23,0.9983515297603417,1.0069154321865232,0.9956636105028401,0.9986915346737701,188033301.2752613,5339855174.508711
2025-08-21,2025-08-22,0.9977692756335327,1.0008346228770446,0.9959181606807127,0.9983705244153681,181529396.34494773,5338628541.017422
2025-08-20,2025-08-21,0.9997570989962429,1.0013660464376797,0.9963390608135131,0.9979575229280936,212534958.03496504,5340320127.206294
2025-08-19,2025-08-20,0.998499619954484,1.0010961481456546,0.9972566893153706,0.9974421398315569,181451024.2195122,5342608506.857142
2025-08-18,2025-08-19,0.9992284282229151,1.0010928285403007,0.9970718994467148,0.9984649311472197,187102517.7804878,5343468825.477352
2025-08-17,2025-08-18,1.0001961873826901,1.0003010640081647,0.999047639779867,0.9991261294874927,115286157.28222996,5346724674.313589
